,0
Annual return,0.25459924487832497
Cumulative returns,0.5403826309719066
Annual volatility,0.3328032896290703
Sharpe ratio,0.8491014564266998
Calmar ratio,0.8077063646374477
Stability,0.739833770170061
Max drawdown,-0.3152126267973709
Omega ratio,1.1836562839042621
Sortino ratio,1.208119559943423
Skew,-0.39857567829350543
Kurtosis,10.0071991129642
Tail ratio,1.0311052753616958
Daily value at risk,-0.04080790920803577
