,0
Annual return,0.23664540168100023
Cumulative returns,0.49866690884399745
Annual volatility,0.3396000933278823
Sharpe ratio,0.7950466835962827
Calmar ratio,0.5396051853493159
Stability,0.7489303996128264
Max drawdown,-0.43855286810820165
Omega ratio,1.1707839931941775
Sortino ratio,1.1622651863492366
Skew,0.17088714287180368
Kurtosis,10.185171594558387
Tail ratio,1.0854803372442567
Daily value at risk,-0.04171416975384723
