,0
Annual return,0.21808603591248543
Cumulative returns,0.456116499080655
Annual volatility,0.31450366580271255
Sharpe ratio,0.7847432844615864
Calmar ratio,0.5380379719203724
Stability,0.7810872064606691
Max drawdown,-0.4053357705109359
Omega ratio,1.1754197386790284
Sortino ratio,1.1369199405941375
Skew,-0.0021333811244795245
Kurtosis,12.069031766059158
Tail ratio,1.0077558506328042
Daily value at risk,-0.038644353944081465
