,0
Annual return,0.3600959416322642
Cumulative returns,0.7964626010322571
Annual volatility,0.3065064060611663
Sharpe ratio,1.158832314579008
Calmar ratio,1.066525887665139
Stability,0.8865586430960141
Max drawdown,-0.3376345063883952
Omega ratio,1.281325094961567
Sortino ratio,1.6336897498316059
Skew,-0.7470271164275673
Kurtosis,17.91663309897072
Tail ratio,0.9607695470757852
Daily value at risk,-0.037206695159774456
