,0
Annual return,0.17316768517851155
Cumulative returns,0.35554662701607054
Annual volatility,0.2490797730366245
Sharpe ratio,0.7665378904772298
Calmar ratio,0.5917058254108785
Stability,0.817870842422039
Max drawdown,-0.29265840852295905
Omega ratio,1.1813698996750308
Sortino ratio,1.0782910206365943
Skew,-0.5013892632923757
Kurtosis,17.074889042840727
Tail ratio,0.9428501576104651
Daily value at risk,-0.030623446623300785
