,0
Annual return,0.15597720432932438
Cumulative returns,0.3179634647312124
Annual volatility,0.251906925832244
Sharpe ratio,0.702073718170181
Calmar ratio,0.5414569608156069
Stability,0.769091657057823
Max drawdown,-0.2880694415570408
Omega ratio,1.1693040776592694
Sortino ratio,0.9966378440140573
Skew,-0.43851015437942686
Kurtosis,17.737393071830326
Tail ratio,0.9052736182648703
Daily value at risk,-0.031035475076948642
