,0
Annual return,0.15960414017557856
Cumulative returns,0.32585116859393204
Annual volatility,0.2794605074527236
Sharpe ratio,0.670675618494866
Calmar ratio,0.43040296739353856
Stability,0.6481296344823931
Max drawdown,-0.3708249065802668
Omega ratio,1.1586216427904725
Sortino ratio,0.9309144907059603
Skew,-0.5602800476217384
Kurtosis,15.387754946932851
Tail ratio,0.9599685757707114
Daily value at risk,-0.03446495515525828
