,0
Annual return,0.14661232910641409
Cumulative returns,0.2977005540256503
Annual volatility,0.2731202765234679
Sharpe ratio,0.6384060843905738
Calmar ratio,0.40946234161881256
Stability,0.6060493543040499
Max drawdown,-0.35806059362328924
Omega ratio,1.1520346132501575
Sortino ratio,0.891990086039622
Skew,-0.5070020470535669
Kurtosis,15.72089970164668
Tail ratio,0.9450415715263154
Daily value at risk,-0.033718009166589076
