,0
Annual return,0.563942539476642
Cumulative returns,1.343928539596555
Annual volatility,0.350999388906337
Sharpe ratio,1.4505440886431926
Calmar ratio,1.7521366203772384
Stability,0.886628422823329
Max drawdown,-0.3218599125878803
Omega ratio,1.3139525174365463
Sortino ratio,2.1634308756955134
Skew,-0.05038040334212687
Kurtosis,6.757372566971249
Tail ratio,1.0085425590088217
Daily value at risk,-0.042201369174151876
