,0
Annual return,0.18168297059390404
Cumulative returns,0.37434921539306676
Annual volatility,0.2766821392637399
Sharpe ratio,0.7424575957704035
Calmar ratio,0.5074092414863478
Stability,0.6985421376045996
Max drawdown,-0.3580600346609815
Omega ratio,1.171251982908386
Sortino ratio,1.0467842081576322
Skew,-0.40258886883892103
Kurtosis,12.043059185960923
Tail ratio,0.9531757167280339
Daily value at risk,-0.03404349538314277
